,Unnamed: 0,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,employee_residence_latitude,employee_residence_longitude,employee_residence_a3
1011,1011,2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,39.7837304,-100.445882,USA
1012,1012,2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,39.7837304,-100.445882,USA
1013,1013,2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M,39.7837304,-100.445882,USA
1014,1014,2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,39.7837304,-100.445882,USA
1015,1015,2023,SE,FT,Data Architect,168400,USD,168400,US,0,US,M,39.7837304,-100.445882,USA
1016,1016,2023,SE,FT,Data Architect,105200,USD,105200,US,0,US,M,39.7837304,-100.445882,USA
1017,1017,2023,SE,FT,Machine Learning Engineer,128280,USD,128280,US,0,US,M,39.7837304,-100.445882,USA
1018,1018,2023,SE,FT,Machine Learning Engineer,106900,USD,106900,US,0,US,M,39.7837304,-100.445882,USA
1019,1019,2022,SE,FT,Lead Data Scientist,192000,USD,192000,US,100,US,L,39.7837304,-100.445882,USA
1020,1020,2023,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M,39.7837304,-100.445882,USA
1021,1021,2023,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M,39.7837304,-100.445882,USA
1022,1022,2023,SE,FT,Research Engineer,100000,EUR,107309,DE,100,DE,S,51.1638175,10.4478313,DEU
1023,1023,2023,SE,FT,Research Engineer,80000,EUR,85847,DE,100,DE,S,51.1638175,10.4478313,DEU
1024,1024,2023,SE,FT,Machine Learning Engineer,275000,USD,275000,DE,0,DE,M,51.1638175,10.4478313,DEU
1025,1025,2023,SE,FT,Machine Learning Engineer,174000,USD,174000,DE,0,DE,M,51.1638175,10.4478313,DEU
1026,1026,2023,SE,FT,Data Engineer,139500,USD,139500,US,0,US,M,39.7837304,-100.445882,USA
1027,1027,2023,SE,FT,Data Engineer,109400,USD,109400,US,0,US,M,39.7837304,-100.445882,USA
1028,1028,2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,0,US,M,39.7837304,-100.445882,USA
1029,1029,2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,0,US,M,39.7837304,-100.445882,USA
1030,1030,2023,SE,FT,Data Analyst,170500,USD,170500,US,100,US,M,39.7837304,-100.445882,USA
1031,1031,2023,SE,FT,Data Analyst,85000,USD,85000,US,100,US,M,39.7837304,-100.445882,USA
1032,1032,2023,SE,FT,Data Manager,60027,GBP,72946,GB,0,GB,M,54.7023545,-3.2765753,GBR
1033,1033,2023,SE,FT,Data Manager,44737,GBP,54365,GB,0,GB,M,54.7023545,-3.2765753,GBR
1034,1034,2023,EX,FT,Head of Data Science,131899,GBP,160288,GB,0,GB,M,54.7023545,-3.2765753,GBR
1035,1035,2023,EX,FT,Head of Data Science,104891,GBP,127467,GB,0,GB,M,54.7023545,-3.2765753,GBR
1036,1036,2023,SE,FT,Data Engineer,80000,USD,80000,US,0,US,M,39.7837304,-100.445882,USA
1037,1037,2023,SE,FT,Data Engineer,65000,USD,65000,US,0,US,M,39.7837304,-100.445882,USA
1038,1038,2023,SE,FT,Data Engineer,124740,USD,124740,US,0,US,M,39.7837304,-100.445882,USA
1039,1039,2023,SE,FT,Data Engineer,65488,USD,65488,US,0,US,M,39.7837304,-100.445882,USA
1040,1040,2023,SE,FT,Data Quality Analyst,72200,USD,72200,US,0,US,M,39.7837304,-100.445882,USA
1041,1041,2023,SE,FT,Data Quality Analyst,64980,USD,64980,US,0,US,M,39.7837304,-100.445882,USA
1042,1042,2023,SE,FT,Data Engineer,153600,USD,153600,US,0,US,M,39.7837304,-100.445882,USA
1043,1043,2023,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M,39.7837304,-100.445882,USA
1044,1044,2023,SE,FT,Data Analyst,179975,USD,179975,US,100,US,M,39.7837304,-100.445882,USA
1045,1045,2023,SE,FT,Data Analyst,86466,USD,86466,US,100,US,M,39.7837304,-100.445882,USA
1046,1046,2023,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,39.7837304,-100.445882,USA
1047,1047,2023,SE,FT,Data Engineer,90000,USD,90000,US,0,US,M,39.7837304,-100.445882,USA
1048,1048,2023,MI,FT,Insight Analyst,42000,GBP,51039,GB,0,GB,M,54.7023545,-3.2765753,GBR
1049,1049,2023,MI,FT,Insight Analyst,35000,GBP,42533,GB,0,GB,M,54.7023545,-3.2765753,GBR
1050,1050,2023,SE,FT,Data Scientist,149076,USD,149076,US,0,US,M,39.7837304,-100.445882,USA
1051,1051,2023,SE,FT,Data Scientist,82365,USD,82365,US,0,US,M,39.7837304,-100.445882,USA
1052,1052,2023,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M,39.7837304,-100.445882,USA
1053,1053,2023,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M,39.7837304,-100.445882,USA
1054,1054,2023,SE,FT,Data Science Manager,175000,USD,175000,US,0,US,M,39.7837304,-100.445882,USA
1055,1055,2023,SE,FT,Data Science Manager,120000,USD,120000,US,0,US,M,39.7837304,-100.445882,USA
1056,1056,2023,SE,FT,Data Analyst,230000,USD,230000,US,0,US,M,39.7837304,-100.445882,USA
1057,1057,2023,SE,FT,Data Analyst,180000,USD,180000,US,0,US,M,39.7837304,-100.445882,USA
1058,1058,2023,SE,FT,Data Analyst,153600,USD,153600,US,0,US,M,39.7837304,-100.445882,USA
1059,1059,2023,SE,FT,Data Analyst,106800,USD,106800,US,0,US,M,39.7837304,-100.445882,USA
1060,1060,2023,SE,FT,Data Manager,140000,USD,140000,US,0,US,M,39.7837304,-100.445882,USA
1061,1061,2023,SE,FT,Data Manager,120000,USD,120000,US,0,US,M,39.7837304,-100.445882,USA
1062,1062,2023,SE,FT,Machine Learning Infrastructure Engineer,205920,USD,205920,US,0,US,M,39.7837304,-100.445882,USA
1063,1063,2023,SE,FT,Machine Learning Infrastructure Engineer,171600,USD,171600,US,0,US,M,39.7837304,-100.445882,USA
1064,1064,2023,SE,FT,Data Analyst,165000,USD,165000,US,100,US,M,39.7837304,-100.445882,USA
1065,1065,2023,SE,FT,Data Analyst,125000,USD,125000,US,100,US,M,39.7837304,-100.445882,USA
1066,1066,2023,SE,FT,Data Engineer,265000,USD,265000,US,0,US,M,39.7837304,-100.445882,USA
1067,1067,2023,SE,FT,Data Engineer,185000,USD,185000,US,0,US,M,39.7837304,-100.445882,USA
1068,1068,2023,MI,FT,Applied Machine Learning Engineer,130000,USD,130000,US,0,US,M,39.7837304,-100.445882,USA
1069,1069,2022,EN,FT,Data Scientist,168000,USD,168000,US,100,US,M,39.7837304,-100.445882,USA
1070,1070,2023,MI,FT,AI Scientist,36000,EUR,38631,ES,50,ES,L,39.3260685,-4.8379791,ESP
1071,1071,2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,39.7837304,-100.445882,USA
1072,1072,2023,SE,FT,Data Analyst,85500,USD,85500,US,0,US,M,39.7837304,-100.445882,USA
1073,1073,2023,SE,FT,Data Scientist,147100,USD,147100,US,0,US,M,39.7837304,-100.445882,USA
1074,1074,2023,SE,FT,Data Scientist,90700,USD,90700,US,0,US,M,39.7837304,-100.445882,USA
1075,1075,2023,SE,FT,Data Engineer,167580,USD,167580,US,0,US,M,39.7837304,-100.445882,USA
1076,1076,2023,SE,FT,Data Engineer,87980,USD,87980,US,0,US,M,39.7837304,-100.445882,USA
1077,1077,2023,SE,FT,Data Engineer,202000,USD,202000,US,100,US,M,39.7837304,-100.445882,USA
1078,1078,2023,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M,39.7837304,-100.445882,USA
1079,1079,2023,SE,FT,Data Engineer,163800,USD,163800,US,0,US,M,39.7837304,-100.445882,USA
1080,1080,2023,SE,FT,Data Engineer,126000,USD,126000,US,0,US,M,39.7837304,-100.445882,USA
1081,1081,2023,SE,FT,Machine Learning Engineer,163800,USD,163800,US,0,US,M,39.7837304,-100.445882,USA
1082,1082,2023,SE,FT,Machine Learning Engineer,126000,USD,126000,US,0,US,M,39.7837304,-100.445882,USA
1083,1083,2023,SE,FT,Data Engineer,104000,USD,104000,US,100,US,M,39.7837304,-100.445882,USA
1084,1084,2023,SE,FT,Data Engineer,65000,USD,65000,US,100,US,M,39.7837304,-100.445882,USA
1085,1085,2023,SE,FT,Research Engineer,230000,USD,230000,US,0,US,M,39.7837304,-100.445882,USA
1086,1086,2023,SE,FT,Research Engineer,148000,USD,148000,US,0,US,M,39.7837304,-100.445882,USA
1087,1087,2023,SE,FT,Machine Learning Engineer,269000,USD,269000,CA,100,CA,M,61.0666922,-107.991707,CAN
1088,1088,2023,SE,FT,Machine Learning Engineer,158000,USD,158000,CA,100,CA,M,61.0666922,-107.991707,CAN
1089,1089,2023,SE,FT,Analytics Engineer,197000,USD,197000,US,0,US,M,39.7837304,-100.445882,USA
1090,1090,2023,SE,FT,Analytics Engineer,106000,USD,106000,US,0,US,M,39.7837304,-100.445882,USA
1091,1091,2023,MI,FT,Deep Learning Engineer,150000,USD,150000,US,100,US,M,39.7837304,-100.445882,USA
1092,1092,2023,MI,FT,Deep Learning Engineer,100000,USD,100000,US,100,US,M,39.7837304,-100.445882,USA
1093,1093,2023,SE,FT,Data Engineer,290000,USD,290000,US,100,US,M,39.7837304,-100.445882,USA
1094,1094,2023,SE,FT,Data Engineer,210000,USD,210000,US,100,US,M,39.7837304,-100.445882,USA
1095,1095,2023,SE,FT,Data Engineer,192000,USD,192000,US,0,US,M,39.7837304,-100.445882,USA
1096,1096,2023,SE,FT,Data Engineer,172800,USD,172800,US,0,US,M,39.7837304,-100.445882,USA
1097,1097,2023,SE,FT,Data Scientist,300240,USD,300240,US,0,US,M,39.7837304,-100.445882,USA
1098,1098,2023,SE,FT,Data Scientist,200160,USD,200160,US,0,US,M,39.7837304,-100.445882,USA
1099,1099,2023,SE,FT,Data Scientist,300240,USD,300240,US,0,US,M,39.7837304,-100.445882,USA
1100,1100,2023,SE,FT,Data Scientist,200160,USD,200160,US,0,US,M,39.7837304,-100.445882,USA
1101,1101,2023,SE,FT,Analytics Engineer,175000,USD,175000,US,0,US,M,39.7837304,-100.445882,USA
1102,1102,2023,SE,FT,Analytics Engineer,140000,USD,140000,US,0,US,M,39.7837304,-100.445882,USA
1103,1103,2023,SE,FT,Data Manager,169000,USD,169000,US,0,US,M,39.7837304,-100.445882,USA
1104,1104,2023,SE,FT,Data Manager,100000,USD,100000,US,0,US,M,39.7837304,-100.445882,USA
1105,1105,2023,SE,FT,Data Scientist,370000,USD,370000,US,0,US,M,39.7837304,-100.445882,USA
1106,1106,2023,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M,39.7837304,-100.445882,USA
1107,1107,2023,MI,FT,Data Engineer,95000,GBP,115447,GB,100,GB,L,54.7023545,-3.2765753,GBR
1108,1108,2023,SE,FT,Data Analyst,110000,USD,110000,US,100,US,S,39.7837304,-100.445882,USA
1109,1109,2023,SE,FT,Data Analyst,80000,USD,80000,US,100,US,S,39.7837304,-100.445882,USA
1110,1110,2023,EN,FT,Data Analyst,55000,USD,55000,US,0,US,M,39.7837304,-100.445882,USA
1111,1111,2023,EN,FT,Data Analyst,48000,USD,48000,US,0,US,M,39.7837304,-100.445882,USA
1112,1112,2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,39.7837304,-100.445882,USA
1113,1113,2023,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M,39.7837304,-100.445882,USA
1114,1114,2023,SE,FT,Data Engineer,137500,USD,137500,US,100,US,M,39.7837304,-100.445882,USA
1115,1115,2023,SE,FT,Data Engineer,81500,USD,81500,US,100,US,M,39.7837304,-100.445882,USA
1116,1116,2023,SE,FT,Machine Learning Engineer,323300,USD,323300,US,0,US,M,39.7837304,-100.445882,USA
1117,1117,2023,SE,FT,Machine Learning Engineer,184700,USD,184700,US,0,US,M,39.7837304,-100.445882,USA
1118,1118,2021,MI,FT,AI Scientist,30000,USD,30000,GH,0,GH,S,8.0300284,-1.0800271,GHA
1119,1119,2023,SE,FT,Machine Learning Engineer,186000,USD,186000,US,100,US,M,39.7837304,-100.445882,USA
1120,1120,2023,SE,FT,Machine Learning Engineer,153088,USD,153088,US,100,US,M,39.7837304,-100.445882,USA
1121,1121,2023,MI,FT,Data Infrastructure Engineer,190000,USD,190000,US,100,US,M,39.7837304,-100.445882,USA
1122,1122,2023,MI,FT,Data Infrastructure Engineer,160000,USD,160000,US,100,US,M,39.7837304,-100.445882,USA
1123,1123,2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,M,39.7837304,-100.445882,USA
1124,1124,2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,M,39.7837304,-100.445882,USA
1125,1125,2023,MI,FT,Data Infrastructure Engineer,190000,USD,190000,US,0,US,M,39.7837304,-100.445882,USA
1126,1126,2023,MI,FT,Data Infrastructure Engineer,183310,USD,183310,US,0,US,M,39.7837304,-100.445882,USA
1127,1127,2023,SE,FT,Machine Learning Engineer,240000,USD,240000,US,100,US,M,39.7837304,-100.445882,USA
1128,1128,2023,SE,FT,Machine Learning Engineer,180000,USD,180000,US,100,US,M,39.7837304,-100.445882,USA
1129,1129,2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,M,39.7837304,-100.445882,USA
1130,1130,2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,M,39.7837304,-100.445882,USA
1131,1131,2023,SE,FT,Data Science Manager,299500,USD,299500,US,0,US,M,39.7837304,-100.445882,USA
1132,1132,2023,SE,FT,Data Science Manager,245100,USD,245100,US,0,US,M,39.7837304,-100.445882,USA
1133,1133,2023,SE,FT,Data Engineer,144000,USD,144000,US,100,US,M,39.7837304,-100.445882,USA
1134,1134,2023,SE,FT,Data Engineer,66000,USD,66000,US,100,US,M,39.7837304,-100.445882,USA
1135,1135,2023,MI,FT,Machine Learning Engineer,148500,USD,148500,US,0,US,M,39.7837304,-100.445882,USA
1136,1136,2023,MI,FT,Machine Learning Engineer,126277,USD,126277,US,0,US,M,39.7837304,-100.445882,USA
1137,1137,2023,SE,FT,Data Architect,228000,USD,228000,US,0,US,M,39.7837304,-100.445882,USA
1138,1138,2023,SE,FT,Data Architect,120000,USD,120000,US,0,US,M,39.7837304,-100.445882,USA
1139,1139,2023,SE,FT,Machine Learning Software Engineer,180000,USD,180000,US,0,US,M,39.7837304,-100.445882,USA
1140,1140,2023,SE,FT,Machine Learning Software Engineer,90000,USD,90000,US,0,US,M,39.7837304,-100.445882,USA
1141,1141,2023,SE,FT,Data Scientist,126500,USD,126500,US,0,US,M,39.7837304,-100.445882,USA
1142,1142,2023,SE,FT,Data Scientist,78000,USD,78000,US,0,US,M,39.7837304,-100.445882,USA
1143,1143,2023,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M,39.7837304,-100.445882,USA
1144,1144,2023,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,39.7837304,-100.445882,USA
1145,1145,2023,SE,FT,Machine Learning Software Engineer,272000,USD,272000,US,0,US,M,39.7837304,-100.445882,USA
1146,1146,2023,SE,FT,Machine Learning Software Engineer,170000,USD,170000,US,0,US,M,39.7837304,-100.445882,USA
1147,1147,2023,MI,FT,Data Analyst,80000,USD,80000,US,0,US,M,39.7837304,-100.445882,USA
1148,1148,2023,MI,FT,Data Analyst,60000,USD,60000,US,0,US,M,39.7837304,-100.445882,USA
1149,1149,2023,SE,FT,Data Engineer,259000,USD,259000,US,100,US,M,39.7837304,-100.445882,USA
1150,1150,2023,SE,FT,Data Engineer,146000,USD,146000,US,100,US,M,39.7837304,-100.445882,USA
1151,1151,2023,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M,39.7837304,-100.445882,USA
1152,1152,2023,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,39.7837304,-100.445882,USA
1153,1153,2023,EX,FT,Data Engineer,310000,USD,310000,US,100,US,M,39.7837304,-100.445882,USA
1154,1154,2023,EX,FT,Data Engineer,239000,USD,239000,US,100,US,M,39.7837304,-100.445882,USA
1155,1155,2023,SE,FT,Data Analyst,142000,USD,142000,US,100,US,M,39.7837304,-100.445882,USA
1156,1156,2023,SE,FT,Data Analyst,95000,USD,95000,US,100,US,M,39.7837304,-100.445882,USA
1157,1157,2023,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M,39.7837304,-100.445882,USA
1158,1158,2023,SE,FT,Data Scientist,139500,USD,139500,US,0,US,M,39.7837304,-100.445882,USA
1159,1159,2023,MI,FT,Data Engineer,140000,USD,140000,US,100,US,M,39.7837304,-100.445882,USA
1160,1160,2023,MI,FT,Data Engineer,120000,USD,120000,US,100,US,M,39.7837304,-100.445882,USA
1161,1161,2023,SE,FT,Data Engineer,259000,USD,259000,US,100,US,M,39.7837304,-100.445882,USA
1162,1162,2023,SE,FT,Data Engineer,146000,USD,146000,US,100,US,M,39.7837304,-100.445882,USA
1163,1163,2023,MI,FT,Data Analyst,90000,GBP,109371,HR,0,HR,M,45.3658443,15.6575209,HRV
1164,1164,2023,MI,FT,Data Analyst,60000,GBP,72914,HR,0,HR,M,45.3658443,15.6575209,HRV
1165,1165,2023,EN,PT,Data Analyst,78000,PLN,17779,PL,100,IN,L,52.215933,19.134422,POL
1166,1166,2023,EN,FT,Data Scientist,101400,BRL,19522,BR,100,BR,L,-10.3333333,-53.2,BRA
1167,1167,2023,SE,FT,Data Science Lead,247500,USD,247500,US,0,US,M,39.7837304,-100.445882,USA
1168,1168,2023,SE,FT,Data Science Lead,172200,USD,172200,US,0,US,M,39.7837304,-100.445882,USA
1169,1169,2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M,39.7837304,-100.445882,USA
1170,1170,2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M,39.7837304,-100.445882,USA
1171,1171,2023,SE,FT,Data Engineer,139500,USD,139500,US,0,US,M,39.7837304,-100.445882,USA
1172,1172,2023,SE,FT,Data Engineer,109400,USD,109400,US,0,US,M,39.7837304,-100.445882,USA
1173,1173,2023,MI,FT,Data Engineer,125000,USD,125000,US,0,US,M,39.7837304,-100.445882,USA
1174,1174,2023,MI,FT,Data Engineer,90000,USD,90000,US,0,US,M,39.7837304,-100.445882,USA
1175,1175,2023,SE,FT,Machine Learning Infrastructure Engineer,100000,EUR,107309,FR,100,FR,M,46.603354,1.8883335,FRA
1176,1176,2023,SE,FT,Machine Learning Infrastructure Engineer,70000,EUR,75116,FR,100,FR,M,46.603354,1.8883335,FRA
1177,1177,2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,39.7837304,-100.445882,USA
1178,1178,2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,39.7837304,-100.445882,USA
1179,1179,2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,0,US,M,39.7837304,-100.445882,USA
1180,1180,2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,0,US,M,39.7837304,-100.445882,USA
1181,1181,2023,SE,FT,Data Analyst,120000,USD,120000,US,100,US,M,39.7837304,-100.445882,USA
1182,1182,2023,SE,FT,Data Analyst,75000,USD,75000,US,100,US,M,39.7837304,-100.445882,USA
1183,1183,2023,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M,39.7837304,-100.445882,USA
1184,1184,2023,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M,39.7837304,-100.445882,USA
1185,1185,2023,SE,FT,Machine Learning Engineer,288000,USD,288000,US,100,US,M,39.7837304,-100.445882,USA
1186,1186,2023,SE,FT,Machine Learning Engineer,140000,USD,140000,US,100,US,M,39.7837304,-100.445882,USA
1187,1187,2023,SE,FT,Machine Learning Engineer,288000,USD,288000,US,100,US,M,39.7837304,-100.445882,USA
1188,1188,2023,SE,FT,Machine Learning Engineer,140000,USD,140000,US,100,US,M,39.7837304,-100.445882,USA
1189,1189,2023,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,39.7837304,-100.445882,USA
1190,1190,2023,MI,FT,Data Engineer,90000,USD,90000,US,0,US,M,39.7837304,-100.445882,USA
1191,1191,2023,MI,FT,Data Science Lead,60000,GBP,72914,GB,0,GB,M,54.7023545,-3.2765753,GBR
1192,1192,2023,MI,FT,Data Science Lead,50000,GBP,60761,GB,0,GB,M,54.7023545,-3.2765753,GBR
1193,1193,2023,SE,FT,Data Scientist,215050,USD,215050,US,100,US,M,39.7837304,-100.445882,USA
1194,1194,2023,SE,FT,Data Scientist,156400,USD,156400,US,100,US,M,39.7837304,-100.445882,USA
1195,1195,2023,SE,FT,Data Architect,198000,USD,198000,US,100,US,M,39.7837304,-100.445882,USA
1196,1196,2023,SE,FT,Data Architect,114000,USD,114000,US,100,US,M,39.7837304,-100.445882,USA
1197,1197,2023,EN,FT,Data Analyst,75000,USD,75000,US,100,US,M,39.7837304,-100.445882,USA
1198,1198,2023,EN,FT,Data Analyst,60000,USD,60000,US,100,US,M,39.7837304,-100.445882,USA
1199,1199,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,39.7837304,-100.445882,USA
1200,1200,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,39.7837304,-100.445882,USA
1201,1201,2023,SE,FT,Data Scientist,209300,USD,209300,US,100,US,M,39.7837304,-100.445882,USA
1202,1202,2023,SE,FT,Data Scientist,182200,USD,182200,US,100,US,M,39.7837304,-100.445882,USA
1203,1203,2023,SE,FT,Data Manager,140000,USD,140000,US,0,US,M,39.7837304,-100.445882,USA
1204,1204,2023,SE,FT,Data Manager,120000,USD,120000,US,0,US,M,39.7837304,-100.445882,USA
1205,1205,2022,EN,FT,Data Scientist,85000,USD,85000,US,0,US,M,39.7837304,-100.445882,USA
1206,1206,2023,MI,FT,Machine Learning Engineer,40000,GBP,48609,GB,100,GB,M,54.7023545,-3.2765753,GBR
1207,1207,2023,EN,FT,Research Engineer,120000,USD,120000,GB,100,GB,M,54.7023545,-3.2765753,GBR
1208,1208,2023,EN,FT,Research Engineer,60000,USD,60000,GB,100,GB,M,54.7023545,-3.2765753,GBR
1209,1209,2023,SE,FT,Machine Learning Engineer,147100,USD,147100,US,0,US,M,39.7837304,-100.445882,USA
1210,1210,2023,SE,FT,Machine Learning Engineer,90700,USD,90700,US,0,US,M,39.7837304,-100.445882,USA
1211,1211,2023,SE,FT,Data Engineer,230000,USD,230000,US,0,US,M,39.7837304,-100.445882,USA
1212,1212,2023,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M,39.7837304,-100.445882,USA
1213,1213,2023,SE,FT,Data Analyst,227000,USD,227000,US,0,US,M,39.7837304,-100.445882,USA
1214,1214,2023,SE,FT,Data Analyst,108000,USD,108000,US,0,US,M,39.7837304,-100.445882,USA
1215,1215,2023,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M,39.7837304,-100.445882,USA
1216,1216,2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,39.7837304,-100.445882,USA
1217,1217,2023,SE,FT,Data Architect,180000,USD,180000,US,100,US,M,39.7837304,-100.445882,USA
1218,1218,2023,SE,FT,Data Architect,160000,USD,160000,US,100,US,M,39.7837304,-100.445882,USA
1219,1219,2023,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M,39.7837304,-100.445882,USA
1220,1220,2023,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,39.7837304,-100.445882,USA
1221,1221,2023,SE,FT,Data Analyst,52000,EUR,55800,ES,100,ES,M,39.3260685,-4.8379791,ESP
1222,1222,2023,SE,FT,Data Analyst,48000,EUR,51508,ES,100,ES,M,39.3260685,-4.8379791,ESP
1223,1223,2023,EN,FT,Data Analyst,60000,USD,60000,US,100,US,L,39.7837304,-100.445882,USA
1224,1224,2023,EN,FT,Data Analyst,50000,USD,50000,KW,50,US,L,29.2733964,47.4979476,KWT
1225,1225,2023,SE,FT,Data Engineer,226700,USD,226700,US,0,US,M,39.7837304,-100.445882,USA
1226,1226,2023,SE,FT,Data Engineer,133300,USD,133300,US,0,US,M,39.7837304,-100.445882,USA
1227,1227,2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,39.7837304,-100.445882,USA
1228,1228,2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,39.7837304,-100.445882,USA
1229,1229,2023,SE,FT,Big Data Architect,124999,GBP,151902,GB,100,GB,L,54.7023545,-3.2765753,GBR
1230,1230,2023,EN,FT,Data Scientist,800000,INR,9727,IN,0,IN,L,22.3511148,78.6677428,IND
1231,1231,2023,SE,FT,Data Analyst,80000,USD,80000,US,0,US,M,39.7837304,-100.445882,USA
1232,1232,2023,SE,FT,Data Analyst,52500,USD,52500,US,0,US,M,39.7837304,-100.445882,USA
1233,1233,2023,SE,FT,Data Engineer,250000,USD,250000,US,100,US,M,39.7837304,-100.445882,USA
1234,1234,2023,SE,FT,Data Engineer,162500,USD,162500,US,100,US,M,39.7837304,-100.445882,USA
1235,1235,2023,EN,FT,Data Analyst,85000,USD,85000,US,100,US,M,39.7837304,-100.445882,USA
1236,1236,2023,EN,FT,Data Analyst,75000,USD,75000,US,100,US,M,39.7837304,-100.445882,USA
1237,1237,2023,SE,FT,Data Analyst,153600,USD,153600,US,0,US,M,39.7837304,-100.445882,USA
1238,1238,2023,SE,FT,Data Analyst,106800,USD,106800,US,0,US,M,39.7837304,-100.445882,USA
1239,1239,2023,MI,FT,Data Analyst,165000,USD,165000,US,0,US,M,39.7837304,-100.445882,USA
1240,1240,2023,MI,FT,Data Analyst,124000,USD,124000,US,0,US,M,39.7837304,-100.445882,USA
1241,1241,2023,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M,39.7837304,-100.445882,USA
1242,1242,2023,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M,39.7837304,-100.445882,USA
1243,1243,2023,SE,FT,Data Engineer,167580,USD,167580,US,0,US,M,39.7837304,-100.445882,USA
1244,1244,2023,SE,FT,Data Engineer,87980,USD,87980,US,0,US,M,39.7837304,-100.445882,USA
1245,1245,2023,SE,FT,Data Engineer,250000,USD,250000,US,100,US,M,39.7837304,-100.445882,USA
1246,1246,2023,SE,FT,Data Engineer,63000,USD,63000,US,100,US,M,39.7837304,-100.445882,USA
1247,1247,2023,SE,FT,Research Scientist,253750,USD,253750,ES,0,ES,M,39.3260685,-4.8379791,ESP
1248,1248,2023,SE,FT,Research Scientist,169200,USD,169200,ES,0,ES,M,39.3260685,-4.8379791,ESP
1249,1249,2023,SE,FT,Research Scientist,253750,USD,253750,ES,0,ES,M,39.3260685,-4.8379791,ESP
1250,1250,2023,SE,FT,Research Scientist,169200,USD,169200,ES,0,ES,M,39.3260685,-4.8379791,ESP
1251,1251,2023,MI,FT,Data Scientist,170000,USD,170000,US,0,US,M,39.7837304,-100.445882,USA
1252,1252,2023,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M,39.7837304,-100.445882,USA
1253,1253,2023,SE,FT,Data Engineer,124740,USD,124740,US,0,US,M,39.7837304,-100.445882,USA
1254,1254,2023,SE,FT,Data Engineer,65488,USD,65488,US,0,US,M,39.7837304,-100.445882,USA
1255,1255,2023,SE,FT,Data Engineer,213580,USD,213580,US,100,US,M,39.7837304,-100.445882,USA
1256,1256,2023,SE,FT,Data Engineer,163625,USD,163625,US,100,US,M,39.7837304,-100.445882,USA
1257,1257,2023,EN,FT,Data Engineer,12000,USD,12000,VN,0,VN,L,15.9266657,107.9650855,VNM
1258,1258,2022,SE,FT,Machine Learning Software Engineer,375000,USD,375000,US,100,US,M,39.7837304,-100.445882,USA
1259,1259,2023,SE,FT,Data Engineer,95000,EUR,101943,IE,100,IE,M,52.865196,-7.9794599,IRL
